City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
348,Zaliznychne,UA,45.7489,28.6147,69.71,71,47,17.43,scattered clouds
349,Port Moresby,PG,-9.4431,147.1797,83.62,74,20,3.44,haze
350,Taman,RU,45.2117,36.7161,74.73,72,44,19.44,scattered clouds
351,Am Timan,TD,11.0297,20.2827,76.26,71,100,7.72,overcast clouds
352,Tautira,PF,-17.7333,-149.15,78.15,68,53,19.08,broken clouds
353,Narsaq,GL,60.9167,-46.05,48.42,93,99,3.02,overcast clouds
354,Hokitika,NZ,-42.7167,170.9667,50.88,72,100,23.29,overcast clouds
355,Karaton,ID,-6.3424,106.1045,72.59,94,100,1.81,light rain
356,Huarmey,PE,-10.0681,-78.1522,65.52,79,14,11.88,few clouds
357,Alice Springs,AU,-23.7,133.8833,42.35,87,0,0.0,clear sky
358,Oktyabrskoye,RU,43.0645,44.7417,64.35,77,100,2.24,overcast clouds
359,Ayan,RU,56.45,138.1667,42.44,97,100,7.85,overcast clouds
360,Vila,PT,42.0304,-8.1588,62.71,79,0,5.5,clear sky
361,Dasoguz,TM,41.8363,59.9666,71.55,53,0,0.0,clear sky
362,Abu Samrah,SY,35.3029,37.1841,68.07,73,0,17.67,clear sky
363,Dillon,US,34.4166,-79.3712,93.18,79,67,3.24,broken clouds
364,Kiruna,SE,67.8557,20.2251,47.32,81,20,1.14,few clouds
365,Poli,TZ,-3.3333,36.8,55.6,90,90,3.96,overcast clouds
366,Cascais,PT,38.6979,-9.4215,72.75,65,5,8.99,clear sky
367,Hohhot,CN,40.8106,111.6522,64.69,48,0,11.18,clear sky
368,Mapiri,BO,-15.25,-68.1667,59.22,85,19,1.16,few clouds
369,Tyrma,RU,50.0833,132.1667,64.6,81,100,3.91,overcast clouds
370,Leningradskiy,RU,69.3833,178.4167,36.23,76,100,12.59,overcast clouds
371,Cortez,US,37.3489,-108.5859,90.93,11,0,13.8,clear sky
372,Belle Fourche,US,44.6714,-103.8522,76.55,84,44,15.03,scattered clouds
373,Qarchi Gak,AF,37.04,66.7889,78.78,30,18,13.78,few clouds
374,Brae,GB,60.3964,-1.353,50.23,93,100,20.09,overcast clouds
375,Vrangel,RU,42.7297,133.0839,54.63,79,99,9.98,overcast clouds
376,Santa Fe,AR,-31.6333,-60.7,58.98,60,0,1.99,light rain
377,Tual,ID,-5.6667,132.75,83.12,74,100,11.1,overcast clouds
378,Coquimbo,CL,-29.9533,-71.3436,51.53,93,20,2.3,few clouds
379,Nome,US,64.5011,-165.4064,50.16,57,75,10.36,broken clouds
380,Kirando,TZ,-7.4167,30.6,74.8,64,76,10.51,broken clouds
381,Polyarnyy,RU,69.1989,33.4478,48.99,84,48,8.1,scattered clouds
382,Zell Am See,AT,47.3256,12.7944,61.7,69,1,5.3,clear sky
383,Baiyin,CN,36.5583,104.2081,61.27,39,32,7.34,scattered clouds
384,Madang,PG,-5.2246,145.7966,79.72,83,27,2.3,scattered clouds
385,Hyeres,FR,43.1167,6.1167,75.85,76,0,2.3,clear sky
386,College,US,64.8569,-147.8028,68.58,47,100,3.44,mist
387,Bhavani,IN,11.45,77.6833,79.39,74,100,4.07,overcast clouds
388,Ulaangom,MN,49.9811,92.0667,69.51,46,23,1.81,few clouds
389,Nelson Bay,AU,-32.7167,152.15,55.0,71,4,3.0,clear sky
390,West Wendover,US,40.7391,-114.0733,97.81,8,0,21.85,clear sky
391,Kahului,US,20.8947,-156.47,82.42,72,40,25.32,scattered clouds
392,Lagos,NG,6.5833,3.75,80.92,90,100,4.47,overcast clouds
393,Port Angeles,US,48.1181,-123.4307,62.62,75,100,21.85,overcast clouds
394,Buchanan,LR,5.8808,-10.0467,77.23,89,96,7.65,light rain
395,Severnyy,RU,50.677,36.5532,60.84,88,0,4.47,clear sky
396,Cruzeiro Do Sul,BR,-29.5128,-51.9853,49.51,85,0,3.56,clear sky
397,Vila Velha,BR,-20.3297,-40.2925,69.75,92,100,6.91,overcast clouds
398,Pekalongan,ID,-6.8886,109.6753,77.72,83,100,2.84,overcast clouds
399,Mao,ES,39.8885,4.2658,68.56,94,0,5.75,clear sky
400,Tura,IN,25.5198,90.2201,73.45,98,94,7.25,heavy intensity rain
401,Notre-Dame-Du-Lac,CA,47.6136,-68.7964,69.87,72,100,7.14,overcast clouds
402,Yoichi,JP,43.2039,140.7703,57.69,81,100,5.86,moderate rain
403,Havre-Saint-Pierre,CA,50.2334,-63.5986,62.96,55,0,3.44,clear sky
404,Gamboula,CF,4.1178,15.1393,68.36,97,99,3.2,light rain
405,Springdale,US,36.1867,-94.1288,93.81,63,0,13.8,clear sky
406,Hervey Bay,AU,-25.2986,152.8535,56.68,65,26,7.94,scattered clouds
407,Provideniya,RU,64.3833,-173.3,40.32,63,92,1.83,overcast clouds
408,Verkhnevilyuysk,RU,63.4453,120.3167,52.83,82,75,6.17,broken clouds
409,Sao Miguel Do Araguaia,BR,-13.275,-50.1628,77.65,45,94,5.77,overcast clouds
410,San Rafael,AR,-34.6177,-68.3301,54.66,35,89,10.22,overcast clouds
411,Kaeo,NZ,-35.1,173.7833,61.32,78,62,20.24,broken clouds
412,East London,ZA,-33.0153,27.9116,75.9,29,100,11.59,overcast clouds
413,Dwarka,IN,22.2394,68.9678,84.36,71,20,2.3,few clouds
414,Hammerfest,NO,70.6634,23.6821,41.45,87,75,20.71,broken clouds
415,Pandan,PH,14.0453,124.1694,83.44,76,94,5.06,overcast clouds
416,Erdenet,MN,49.0333,104.0833,58.35,55,53,1.95,broken clouds
417,Eberswalde,DE,52.8349,13.8195,66.38,60,96,5.59,overcast clouds
418,Denpasar,ID,-8.65,115.2167,78.46,94,75,2.3,broken clouds
419,San Fernando,PH,15.0286,120.6898,82.13,81,100,1.43,overcast clouds
420,North Bend,US,43.4065,-124.2243,59.23,85,100,11.5,overcast clouds
421,Arlit,NE,18.7369,7.3853,97.11,16,75,6.93,broken clouds
422,Fort Erie,CA,42.9001,-78.9329,71.94,80,75,10.36,broken clouds
423,San Pedro,PH,14.35,121.0167,85.32,81,20,3.44,few clouds
424,Dodge City,US,37.7528,-100.0171,102.94,31,0,11.5,clear sky
425,Yulara,AU,-25.2406,130.9889,50.18,57,0,5.26,clear sky
426,Riyadh,SA,24.6877,46.7219,86.14,14,0,2.51,clear sky
427,Buala,SB,-8.145,159.5921,83.79,68,13,5.57,few clouds
428,Moussoro,TD,13.6408,16.4901,90.5,37,69,11.99,broken clouds
429,Gimli,CA,50.6336,-96.9907,59.02,94,98,18.41,overcast clouds
430,Farmington,US,36.7281,-108.2187,97.48,10,0,21.85,clear sky
431,Kendari,ID,-3.945,122.4989,73.72,97,100,4.56,moderate rain
432,Corrente,BR,-3.7367,-43.3394,73.49,86,15,1.81,few clouds
433,Joshimath,IN,30.5667,79.5667,64.6,68,19,3.42,few clouds
434,Bira,RU,49.0,132.4667,63.5,77,100,3.49,overcast clouds
435,Vardo,NO,70.3705,31.1107,44.58,70,68,12.66,broken clouds
436,Saint Paul,US,44.9444,-93.0933,81.66,70,0,13.8,clear sky
437,Shimoda,JP,34.6667,138.95,70.16,71,100,10.74,overcast clouds
438,Byron Bay,AU,-28.65,153.6167,57.94,63,97,8.16,overcast clouds
439,Flagstaff,US,35.1981,-111.6513,89.1,14,20,20.71,smoke
440,Ambovombe,MG,-25.1667,46.0833,61.27,74,0,5.21,clear sky
441,Kuroiso,JP,36.9667,140.05,63.43,55,68,3.76,broken clouds
442,Korla,CN,41.7597,86.1469,80.31,14,8,8.86,clear sky
443,Ondjiva,AO,-17.0667,15.7333,55.71,50,0,4.74,clear sky
444,Beringovskiy,RU,63.05,179.3167,43.3,54,79,0.96,broken clouds
445,Raciborz,PL,50.0919,18.2193,63.43,94,18,5.28,few clouds
446,Burley,US,42.5357,-113.7928,64.36,77,75,8.05,broken clouds
447,Sao Gabriel Da Cachoeira,BR,-0.1303,-67.0892,69.85,99,93,3.49,overcast clouds
448,Zhicheng,CN,30.2956,111.5047,70.47,82,32,2.1,scattered clouds
449,Ouadda,CF,8.0777,22.4007,67.26,91,100,1.23,overcast clouds
450,Severo-Yeniseyskiy,RU,60.3725,93.0408,57.67,85,89,2.75,light rain
451,Kruisfontein,ZA,-34.0033,24.7314,64.89,35,100,5.84,overcast clouds
452,Sisimiut,GL,66.9395,-53.6735,33.66,72,100,24.63,overcast clouds
453,Flin Flon,CA,54.7682,-101.865,75.04,35,75,3.44,broken clouds
454,Namibe,AO,-15.1961,12.1522,67.78,64,0,7.18,clear sky
455,Urucara,BR,-2.5364,-57.76,74.1,97,68,0.69,broken clouds
456,Calabar,NG,4.9517,8.322,74.48,95,98,0.74,overcast clouds
457,Mehamn,NO,71.0357,27.8492,44.51,95,98,29.3,overcast clouds
458,Avera,US,33.194,-82.5271,93.38,44,75,6.33,broken clouds
459,Mpongwe,ZM,-13.5091,28.155,50.23,79,0,5.28,clear sky
460,Luncavita,RO,45.2833,28.2667,70.25,77,68,12.5,broken clouds
461,Shache,CN,38.4167,77.2406,75.7,35,53,7.92,broken clouds
462,Robinson,US,31.4677,-97.1147,102.45,28,0,18.41,clear sky
463,Lingao,CN,19.9103,109.6859,80.46,84,100,7.83,overcast clouds
464,Lagoa,PT,39.05,-27.9833,61.79,79,17,24.63,few clouds
465,Lisala,CD,2.15,21.5167,69.84,99,99,2.04,light rain
466,Butterworth,MY,5.3991,100.3638,77.05,99,20,2.3,few clouds
467,Bathurst,AU,-33.4166,149.5806,45.82,75,67,3.27,broken clouds
468,Kimberley,ZA,-28.7323,24.7623,47.89,57,100,8.05,overcast clouds
469,Tecozautla,MX,20.5333,-99.6333,79.27,36,38,22.39,scattered clouds
470,Immokalee,US,26.4187,-81.4173,87.94,66,0,8.05,clear sky
471,Nhulunbuy,AU,-12.2333,136.7667,79.41,73,75,11.5,broken clouds
472,Macia,MZ,-25.0269,33.0989,57.25,78,0,5.73,clear sky
473,Mackay,AU,-21.15,149.2,62.69,53,0,7.78,clear sky
474,Grand Forks,US,47.9417,-97.4337,85.73,34,75,16.11,broken clouds
475,Daru,PG,-9.0763,143.2092,78.49,89,100,14.5,overcast clouds
476,Den Helder,NL,52.9599,4.7593,58.98,88,100,7.0,overcast clouds
477,Mamlyutka,KZ,54.9375,68.5394,51.98,95,24,6.38,few clouds
478,Yongan,CN,39.6957,113.6871,61.16,50,36,3.56,scattered clouds
479,Bandundu,CD,-3.3167,17.3667,76.55,48,49,3.33,scattered clouds
480,Pemba,MZ,-12.974,40.5178,74.1,83,20,12.66,few clouds
481,Lahijan,IR,37.2061,50.0029,69.58,81,28,2.15,scattered clouds
482,Hamilton,US,39.1834,-84.5333,83.03,76,0,6.91,clear sky
483,Teacapan,MX,22.55,-105.75,85.23,61,3,11.05,clear sky
484,Green River,US,41.5286,-109.4662,92.19,16,72,5.01,broken clouds
485,Imbituba,BR,-28.24,-48.6703,57.85,84,0,8.99,clear sky
486,Bay Roberts,CA,47.5999,-53.2648,65.95,72,43,4.0,scattered clouds
487,Kidal,ML,18.4411,1.4078,89.78,30,22,10.33,few clouds
488,Kristiinankaupunki,FI,62.2743,21.376,53.04,82,53,12.15,broken clouds
489,Baghdad,IQ,33.3406,44.4009,84.11,28,0,4.61,clear sky
490,Solikamsk,RU,59.6196,56.7729,42.84,80,8,5.53,clear sky
491,Maldonado,UY,-34.6667,-54.9167,46.22,91,2,3.44,clear sky
492,Sambava,MG,-14.2667,50.1667,69.06,83,2,10.16,clear sky
493,Rio Brilhante,BR,-21.8019,-54.5464,49.6,66,0,6.58,clear sky
494,Winnemucca,US,40.973,-117.7357,84.25,18,40,35.68,haze
495,Saint-Pierre,RE,-21.3393,55.4781,70.92,94,75,25.32,mist
496,Havoysund,NO,70.9963,24.6622,43.03,93,100,24.54,overcast clouds
497,Gamba,GA,-2.65,10.0,74.97,90,10,6.2,clear sky
498,Moerai,PF,-22.4333,-151.3333,75.87,69,93,14.79,overcast clouds
499,Meridian,US,43.6121,-116.3915,65.25,83,100,6.91,moderate rain
500,Russell,US,32.3502,-85.1999,91.0,55,20,4.61,few clouds
501,Kavaratti,IN,10.5669,72.642,82.92,71,100,20.02,light rain
502,Caravelas,BR,-17.7125,-39.2481,72.99,89,100,4.65,overcast clouds
503,Baicheng,CN,45.6167,122.8167,63.52,86,100,14.9,overcast clouds
504,Tari,NG,12.4086,4.4914,88.77,45,36,7.49,scattered clouds
505,Gold Coast,AU,-28.0,153.4333,62.67,72,98,6.91,overcast clouds
506,Snasa,NO,64.2457,12.3778,51.62,89,100,2.48,light rain
507,Wewak,PG,-3.5534,143.6268,80.74,81,44,7.52,scattered clouds
508,Angoche,MZ,-16.2325,39.9086,69.84,83,10,8.32,clear sky
509,Maragogi,BR,-9.0122,-35.2225,76.24,85,10,5.44,clear sky
510,Rafai,CF,4.95,23.9167,67.96,99,92,1.7,light rain
511,Thouars,FR,46.976,-0.2151,62.2,80,9,9.55,clear sky
512,Danielskuil,ZA,-28.1887,23.5395,49.44,52,100,11.07,overcast clouds
513,Viedma,AR,-40.8135,-62.9967,57.6,43,99,15.57,overcast clouds
514,Yaan,NG,7.3833,8.5667,73.51,92,87,4.97,overcast clouds
515,Paris,FR,48.8534,2.3488,60.26,64,0,8.05,clear sky
516,Bolshaya Sosnova,RU,57.6713,54.6029,44.37,89,47,7.02,scattered clouds
517,Monster,NL,52.0258,4.175,61.95,75,97,4.61,overcast clouds
518,Hue,VN,16.4667,107.6,80.71,78,20,3.44,few clouds
519,Yazman,PK,29.1212,71.7446,91.99,37,83,15.9,broken clouds
520,Mareeba,AU,-17.0,145.4333,68.43,77,23,3.13,few clouds
521,Margate,GB,51.3813,1.3862,60.69,59,90,5.99,overcast clouds
522,Tilichiki,RU,60.4667,166.1,48.81,57,44,1.86,scattered clouds
523,Kieta,PG,-6.2167,155.6333,83.84,70,25,5.57,light rain
524,Hovd,MN,48.0056,91.6419,68.74,37,0,6.02,clear sky
525,Ojinaga,MX,29.5667,-104.4167,109.58,20,0,6.91,clear sky
526,Ilskiy,RU,44.8422,38.5669,71.44,68,66,3.44,broken clouds
527,Puerto Narino,CO,-3.7703,-70.3831,72.54,79,100,1.28,overcast clouds
528,Kabanjahe,ID,3.1001,98.4908,62.89,95,100,1.45,overcast clouds
529,Amol,IR,36.4696,52.3507,68.85,69,0,2.26,clear sky
530,Krasnoselkup,RU,65.7,82.4667,63.14,76,71,6.64,broken clouds
531,Khandyga,RU,62.6667,135.6,56.26,77,100,6.08,overcast clouds
532,Oksfjord,NO,70.2396,22.3479,45.0,87,60,5.91,broken clouds
533,Kumluca,TR,36.3703,30.2869,72.63,71,1,3.22,clear sky
534,Santa Maria,BR,-29.6842,-53.8069,43.9,81,0,1.14,clear sky
535,Muroto,JP,33.2833,134.15,71.26,66,100,6.58,overcast clouds
536,Nuuk,GL,64.1835,-51.7216,34.43,73,100,15.95,overcast clouds
537,Camana,PE,-16.6228,-72.7111,62.08,82,4,5.93,clear sky
538,Sacramento,US,38.4666,-121.3177,85.6,53,0,18.41,clear sky
539,Nibbar,TN,36.2941,8.7666,65.52,52,0,2.3,clear sky
540,Valparaiso,CL,-33.0393,-71.6273,53.47,81,15,3.44,few clouds
541,Chapais,CA,49.7834,-74.8492,56.98,95,98,7.25,overcast clouds
542,Marion,US,39.7684,-86.1555,83.55,78,75,8.05,broken clouds
543,Ercis,TR,39.0287,43.3586,56.39,73,49,5.93,scattered clouds
544,Anadyr,RU,64.75,177.4833,54.1,50,0,4.47,clear sky
545,Bol,TD,13.4586,14.7147,82.96,71,66,8.99,broken clouds
546,Kirovskiy,RU,45.0917,133.5136,63.97,71,71,5.12,broken clouds
547,Bogorodskoye,RU,56.55,37.8833,51.06,79,6,5.84,clear sky
548,Coihaique,CL,-45.5752,-72.0662,38.01,81,75,4.61,broken clouds
549,Luganville,VU,-15.5333,167.1667,82.27,70,86,4.99,overcast clouds
550,Ayaviri,PE,-14.8864,-70.5889,42.26,20,0,3.29,clear sky
551,Paita,PE,-5.0892,-81.1144,65.34,79,42,17.83,scattered clouds
552,Biak,ID,-0.9131,122.8766,76.89,84,88,2.75,overcast clouds
553,San Luis,AR,-33.295,-66.3356,51.3,44,12,2.73,few clouds
554,Pak Chong,TH,14.708,101.4161,73.89,91,98,2.91,overcast clouds
555,Aswan,EG,24.0934,32.907,92.5,24,0,12.66,clear sky
556,Qui Nhon,VN,13.7667,109.2333,80.37,78,67,3.2,broken clouds
557,Ladario,BR,-19.0047,-57.6017,55.67,38,2,3.36,clear sky
558,Burnie,AU,-41.0667,145.9167,45.37,74,4,6.31,clear sky
559,Suluq,LY,31.6682,20.2521,72.99,68,0,12.68,clear sky
560,Kyabe,TD,9.4515,18.9449,75.13,79,100,10.13,moderate rain
561,Mitsamiouli,KM,-11.3847,43.2844,77.29,70,33,6.73,scattered clouds
562,San Roque,ES,36.2107,-5.3842,72.43,64,100,18.41,overcast clouds
563,Vyshchetarasivka,UA,47.5685,34.881,67.24,76,84,9.82,broken clouds
564,Srandakan,ID,-7.9386,110.2506,76.1,88,100,3.02,overcast clouds
565,Yagodnoye,RU,62.55,149.6667,53.44,50,15,0.81,few clouds
566,Ovalle,CL,-30.5983,-71.2003,60.82,60,3,2.59,clear sky
567,Gao,ML,16.6362,1.637,92.77,30,12,3.56,few clouds
568,Plettenberg Bay,ZA,-34.0527,23.3716,66.22,51,100,0.94,overcast clouds
569,Kungurtug,RU,50.5994,97.5228,60.67,40,81,1.43,broken clouds
570,Cruz Alta,BR,-28.6386,-53.6064,41.65,79,0,4.72,clear sky
571,Teshie,GH,5.5836,-0.1072,78.24,78,39,8.93,scattered clouds
572,Seymchan,RU,62.8833,152.4333,49.84,75,100,4.16,light rain
573,Akonolinga,CM,3.7667,12.25,66.4,99,93,2.35,overcast clouds
574,Samarai,PG,-10.6167,150.6667,82.27,76,29,9.48,scattered clouds
575,Zhezkazgan,KZ,47.8043,67.7144,69.89,40,53,7.67,broken clouds
576,Poum,NC,-20.2333,164.0167,75.27,79,100,9.98,overcast clouds
577,Constitucion,CL,-35.3333,-72.4167,49.95,90,99,0.85,overcast clouds
578,Gizo,SB,-8.103,156.8419,83.25,63,32,6.78,scattered clouds
579,Beniganj,IN,27.2833,80.45,95.16,18,43,1.21,scattered clouds
580,Chitipa,MW,-9.7024,33.2697,53.46,97,6,4.0,clear sky
581,Mushie,CD,-3.0167,16.9,74.61,51,53,3.49,broken clouds
582,Mandurah,AU,-32.55,115.7,59.92,66,98,26.51,overcast clouds
583,Yeppoon,AU,-23.1333,150.7333,56.98,56,1,4.72,clear sky
584,Port-Gentil,GA,-0.7193,8.7815,76.96,94,40,3.44,scattered clouds
585,Torit,SS,4.4133,32.5678,73.63,59,33,4.5,scattered clouds
586,Orodara,BF,10.9492,-4.9342,71.31,84,80,7.63,light rain
587,Zambezi,ZM,-13.5432,23.1047,54.61,61,0,4.92,clear sky
588,Foz Do Iguacu,BR,-25.5478,-54.5881,52.59,66,0,4.61,clear sky
589,Leh,IN,34.1667,77.5833,49.64,62,84,3.89,broken clouds
590,Cururupu,BR,-1.8283,-44.8683,74.44,93,76,3.15,broken clouds
591,Kindu,CD,-2.95,25.95,71.78,76,96,3.09,overcast clouds
592,Latung,PH,5.5,120.8833,83.14,70,100,1.61,overcast clouds
593,Puerto Escondido,MX,15.85,-97.0667,83.23,57,100,5.75,overcast clouds
594,Lichinga,MZ,-13.3128,35.2406,53.69,82,0,8.05,clear sky
595,Pangnirtung,CA,66.1451,-65.7125,32.76,92,97,1.74,overcast clouds
596,Abnub,EG,27.2696,31.1511,82.62,30,0,11.61,clear sky
597,Selcuk,TR,37.9514,27.3685,73.02,84,38,4.16,scattered clouds
598,Savonlinna,FI,61.8699,28.88,53.65,87,0,8.05,clear sky
599,Saint-Augustin,CA,51.226,-58.6502,58.3,64,85,6.22,overcast clouds
600,Maltahohe,NA,-24.8333,16.9833,55.26,46,0,7.43,clear sky
601,Mildura,AU,-34.2,142.15,51.08,84,100,2.59,overcast clouds
602,Asmara,ER,15.3333,38.9333,65.97,49,98,5.75,overcast clouds
603,Sabha,LY,27.0377,14.4283,79.72,27,0,11.01,clear sky
604,Troitskoye,RU,52.9821,84.6757,65.25,87,100,8.21,overcast clouds
605,Paracuru,BR,-3.41,-39.0306,81.1,80,65,8.61,broken clouds
606,Okakarara,NA,-20.5833,17.4333,52.52,54,0,6.51,clear sky
607,Baikunthpur,IN,23.25,82.55,84.96,40,95,5.88,overcast clouds
608,Lokoja,NG,7.8024,6.743,77.52,78,77,3.09,broken clouds
609,Melita,CA,49.2681,-100.9967,74.53,68,74,6.69,broken clouds
610,Pirgos,GR,35.1167,25.7178,74.62,55,0,10.54,clear sky
611,Walvis Bay,NA,-22.9575,14.5053,61.09,58,0,3.44,clear sky
612,Rizhao,CN,35.4275,119.4553,69.85,81,76,2.55,broken clouds
613,Aykhal,RU,66.0,111.5,58.82,44,24,8.37,few clouds
614,Santa Cruz Del Sur,CU,20.7147,-77.9956,82.78,77,100,5.12,overcast clouds
615,Andujar,ES,38.0392,-4.0508,80.67,22,3,1.88,clear sky
616,Kasimov,RU,54.9411,41.3953,49.41,85,6,5.1,clear sky
617,Tegal,ID,-6.8694,109.1402,77.74,83,100,3.27,overcast clouds
618,Balikpapan,ID,-1.2675,116.8289,75.42,88,83,1.79,broken clouds
619,Lewisville,US,33.0462,-96.9942,104.27,38,0,19.57,clear sky
620,Puerto Penasco,MX,31.3167,-113.5333,83.91,73,0,11.01,clear sky
621,Hede,CN,33.7681,120.2517,71.51,71,65,4.81,broken clouds
622,Kuandian,CN,40.7286,124.7847,63.88,88,100,4.94,overcast clouds
623,San Carlos,VE,9.6612,-68.5827,71.71,99,97,3.36,overcast clouds
624,Aripuana,BR,-9.1667,-60.6333,76.15,66,98,2.62,overcast clouds
625,Mehran,IR,33.1222,46.1646,90.82,15,0,7.27,clear sky
626,Pochutla,MX,15.7432,-96.4661,83.82,67,84,5.21,broken clouds
627,Basco,PH,20.4487,121.9702,84.69,79,88,14.94,overcast clouds
628,Teya,RU,60.3778,92.6267,60.28,88,92,2.95,overcast clouds
629,Kawalu,ID,-7.3817,108.2082,71.87,96,100,1.77,overcast clouds
630,Saint-Georges,GD,12.0564,-61.7485,82.08,74,20,17.27,few clouds
631,Baruun-Urt,MN,46.6806,113.2792,52.95,88,100,16.37,overcast clouds
632,Atikokan,CA,48.7555,-91.6216,70.11,42,97,8.7,overcast clouds
633,Blythe,US,33.6103,-114.5964,115.25,7,20,23.02,few clouds
634,Hopelchen,MX,19.7667,-89.85,95.45,33,68,6.4,broken clouds
635,Chabahar,IR,25.2919,60.643,83.79,80,6,7.43,clear sky
636,Vallenar,CL,-28.5708,-70.7581,59.29,52,0,2.24,clear sky
637,Letlhakeng,BW,-24.0944,25.0298,52.0,52,0,5.7,clear sky
638,Rudnya,RU,54.947,31.0934,55.96,90,21,3.13,few clouds
639,Fort Stewart,US,31.8722,-81.61,91.49,78,0,9.22,clear sky
640,Luwuk,ID,-0.9516,122.7875,78.1,85,85,2.59,overcast clouds
641,Otjiwarongo,NA,-20.4637,16.6477,51.08,54,0,6.06,clear sky
642,Karaj,IR,35.8355,51.0103,79.32,29,0,4.61,clear sky
643,Half Moon Bay,US,37.4636,-122.4286,75.11,86,75,18.41,mist
644,Maxixe,MZ,-23.8597,35.3472,65.44,87,0,2.89,clear sky
645,Cam Ranh,VN,11.9214,109.1591,80.56,78,20,3.44,few clouds
646,Ambilobe,MG,-13.2,49.05,66.72,85,24,3.47,few clouds
647,Ruidoso,US,33.3317,-105.673,92.05,12,0,14.97,clear sky
648,Kupang,ID,-10.1667,123.5833,76.57,71,96,13.67,overcast clouds
649,Whitehorse,CA,60.7161,-135.0538,51.03,92,75,14.97,broken clouds
650,Farafangana,MG,-22.8167,47.8333,69.06,64,88,3.24,overcast clouds
651,Harer,ET,9.3094,42.1258,60.62,83,83,4.83,broken clouds
652,Hendek,TR,40.7994,30.7481,62.08,99,82,1.9,light rain
653,Evensk,RU,61.95,159.2333,43.23,86,100,6.04,light rain
654,Honiara,SB,-9.4333,159.95,84.13,62,16,3.89,few clouds
655,Pimenta Bueno,BR,-11.6725,-61.1936,67.78,73,56,6.38,broken clouds
656,Berceni,RO,44.9333,26.1167,65.7,72,59,5.41,broken clouds
657,Keetmanshoop,NA,-26.5833,18.1333,60.91,34,2,4.94,clear sky
658,Dogondoutchi,NE,13.6393,4.0287,89.53,43,50,8.23,light rain
659,Tombouctou,ML,20.0,-3.0,87.15,29,8,12.33,clear sky
660,Mapiripan,CO,2.8892,-72.1256,70.65,95,100,3.33,overcast clouds
661,Cairns,AU,-16.9167,145.7667,73.06,64,18,12.66,few clouds
662,Sur,OM,22.5667,59.5289,81.82,84,2,10.78,clear sky
663,Nerang,AU,-27.9833,153.3333,62.26,78,97,1.01,overcast clouds
664,Ewo,CG,-0.8725,14.8206,80.94,54,98,5.32,overcast clouds
665,Chernyakhovsk,RU,54.6335,21.8156,55.76,76,99,4.25,overcast clouds
666,Leninskoye,KZ,41.7589,69.3864,66.29,64,44,3.98,scattered clouds
667,Hobe Sound,US,27.0595,-80.1364,89.98,59,98,7.65,overcast clouds
668,Wicklow,IE,53.0,-6.4167,48.45,95,93,8.5,overcast clouds
669,Ostrovnoy,RU,68.0531,39.5131,53.74,83,100,12.1,overcast clouds
670,Taunggyi,MM,20.7833,97.0333,61.84,96,100,3.42,overcast clouds
671,Davila,PH,18.4726,120.5763,80.58,80,90,6.11,overcast clouds
672,Cap Malheureux,MU,-19.9842,57.6142,70.47,83,81,4.0,light rain
673,Demyansk,RU,57.643,32.466,55.38,96,64,4.23,broken clouds
674,Labuhan,ID,-6.8844,112.2051,77.59,88,97,5.3,overcast clouds
675,Port Macquarie,AU,-31.4333,152.9167,54.9,60,3,6.82,clear sky
676,Morro Bay,US,35.3658,-120.8499,90.19,69,34,8.01,scattered clouds
677,Yenagoa,NG,4.9247,6.2642,75.2,95,100,5.26,overcast clouds
678,Ures,MX,29.4333,-110.4,104.47,23,1,14.25,clear sky
679,Yarmouth,US,41.7057,-70.2286,68.61,87,100,3.44,overcast clouds
680,Koungou,YT,-12.7336,45.2042,74.91,83,0,8.05,light rain
681,Bamiantong,CN,44.9333,130.5333,62.58,64,97,6.46,overcast clouds
682,Vestmannaeyjar,IS,63.4427,-20.2734,46.81,90,100,10.11,overcast clouds
683,Natal,BR,-5.795,-35.2094,79.02,89,20,4.61,few clouds
684,Los Llanos De Aridane,ES,28.6585,-17.9182,67.75,93,100,6.91,overcast clouds
685,Kaspiyskiy,RU,45.3929,47.3707,71.08,57,95,1.59,overcast clouds
686,Portland,US,45.5234,-122.6762,59.83,80,100,12.66,overcast clouds
687,Inhambane,MZ,-23.865,35.3833,66.78,84,1,3.6,clear sky
688,Stornoway,GB,58.2093,-6.3865,51.93,82,100,11.5,overcast clouds
689,Jalu,LY,29.0331,21.5482,73.98,55,0,12.95,clear sky
690,Klyuchi,RU,52.2667,79.1667,69.6,43,99,5.64,overcast clouds
691,Superior,US,46.7208,-92.1041,69.48,61,100,12.66,overcast clouds
692,Rengo,CL,-34.4167,-70.8667,56.91,51,17,1.39,few clouds
693,Menomonie,US,44.8755,-91.9193,77.83,61,94,8.05,overcast clouds
694,Oxelosund,SE,58.6706,17.1015,53.98,82,0,11.5,clear sky
695,Barinas,VE,8.6226,-70.2075,73.44,100,98,4.61,overcast clouds
696,Montepuez,MZ,-13.1256,38.9997,62.26,79,52,4.59,broken clouds
697,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,49.32,59,0,6.22,clear sky
